Name,Nationality,Age,Height(cm),Weight(kg),Overall,Potential,Club,Preferred Foot,W/F,Best Position,Value(Thousand$),IR
E. Abouchabaka,Germany,20,183,76,61,73,Vitória Guimarães,Left,1,CAM,800.0,1
S. Stasik,Poland,21,172,70,61,73,Stal Mielec,Right,1,RB,775.0,1
Hong Jung Nam,Korea Republic,32,186,79,61,61,Jeonbuk Hyundai Motors,Right,1,GK,160.0,1
A. Correia,France,20,185,78,61,72,SC Braga,Right,1,CB,675.0,1
M. Hołownia,Poland,22,184,70,61,69,Legia Warszawa,Left,1,LB,700.0,1
L. Ranieri,Italy,21,185,74,61,75,SPAL,Left,1,CB,750.0,1
C. Lasso,Colombia,29,183,79,61,61,Club Atlético Grau,Right,1,ST,325.0,1
G. Taft,England,26,191,74,61,62,Bolton Wanderers,Left,1,CB,350.0,1
C. Castro,Venezuela,33,176,70,61,61,Zamora FC,Right,1,CB,160.0,1
F. Modelski,Poland,27,180,73,61,61,Podbeskidzie Bielsko-Biała,Right,1,RB,325.0,1
A. Lyons,Republic of Ireland,19,173,58,61,74,Bohemian FC,Right,1,RB,750.0,1
O. Bouy,Netherlands,27,180,79,61,62,Leeds United,Left,1,CM,325.0,1
F. Pangop,Cameroon,27,179,75,61,62,SCR Altach,Right,1,ST,375.0,1
D. Corcoran,Republic of Ireland,31,184,82,61,61,Bohemian FC,Right,1,ST,275.0,1
V. Cabezas,Colombia,22,188,79,61,69,Deportivo Pasto,Right,1,GK,650.0,1
D. Tomii,Japan,30,183,74,61,61,Shonan Bellmare,Right,1,GK,220.0,1
J. Nelson,Canada,17,170,66,61,76,Toronto FC,Left,1,LM,750.0,1
S. Onur,Turkey,17,174,70,61,75,Bayer 04 Leverkusen,Left,1,CAM,750.0,1
Kim Hyo Gi,Korea Republic,33,178,78,61,61,GwangJu FC,Right,1,ST,210.0,1
M. Kuzimski,Poland,29,179,70,61,61,Warta Poznań,Right,1,ST,325.0,1
Jefferson,Brazil,20,191,88,61,70,Clube Sport Marítimo,Right,1,ST,725.0,1
L. Romero,Venezuela,29,188,87,61,62,Zamora FC,Right,1,GK,250.0,1
Y. Severin,France,23,186,78,61,69,Servette FC,Left,1,CB,700.0,1
A. Marinescu,Romania,35,191,89,61,61,Universitatea Craiova,Right,1,GK,35.0,1
M. Chana,Germany,21,182,80,61,71,VfB Lübeck,Right,1,CB,700.0,1
L. Ameka Autchanga,Gabon,23,174,68,61,67,Chamois Niortais Football Club,Right,1,RM,525.0,1
Z. Dearnley,England,21,175,66,61,72,Oldham Athletic,Right,1,RM,750.0,1
J. Peñarrieta,Bolivia,31,185,80,61,61,Club Blooming,Right,1,GK,170.0,1
G. Buckley,Republic of Ireland,26,185,75,61,64,Sligo Rovers,Right,1,CM,375.0,1
J. Rodríguez,Mexico,21,177,59,61,70,U.N.A.M.,Left,1,LB,700.0,1
S. Haji,United States,20,173,68,61,73,San Jose Earthquakes,Right,1,CAM,800.0,1
M. Bidstrup,Denmark,19,165,67,61,77,Brentford,Right,1,CM,850.0,1
D. Bernard,Republic of Ireland,23,180,73,61,69,Forest Green Rovers,Right,1,RWB,700.0,1
L. Terán,Venezuela,27,179,75,61,63,Llaneros de Guanare,Right,1,CB,350.0,1
Miguel Ángel,Spain,22,191,79,61,72,Albacete BP,Right,1,ST,750.0,1
G. Deac,Romania,25,184,73,61,64,FC Argeș,Right,1,RM,425.0,1
E. Holm,Sweden,20,191,83,61,73,IFK Göteborg,Right,1,RB,750.0,1
T. Van Den Keybus,Belgium,19,173,65,61,75,Club Brugge KV,Right,1,CAM,775.0,1
J. Eastwood,England,23,190,81,61,69,Kilmarnock,Right,1,GK,625.0,1
F. Blake-Tracy,England,24,183,64,61,66,Peterborough United,Left,1,LB,450.0,1
D. Segura,Ecuador,21,166,62,61,70,Universidad Católica del Ecuador,Left,1,LM,725.0,1
B. Yaméogo,Burkina Faso,26,171,68,61,62,Chindia Târgovişte,Right,1,ST,375.0,1
I. Ilić,Serbia,19,187,75,61,76,Hellas Verona,Left,1,CAM,775.0,1
K. Krygård,Norway,20,179,77,61,75,FK Haugesund,Right,1,CAM,775.0,1
J. Canale,Paraguay,23,187,80,61,67,Sol de América,Left,1,CB,475.0,1
O. Marmoush,Canada,21,177,68,61,69,VfL Wolfsburg,Right,1,ST,750.0,1
A. Pitu,Romania,18,176,64,61,79,FC Viitorul,Right,1,CAM,825.0,1
A. Đerlek,Serbia,19,173,65,61,74,Sivasspor,Right,1,RM,775.0,1
H. Maïga,Mali,25,197,92,61,65,TSV Hartberg,Right,1,CB,400.0,1
J. Yglesias,Peru,39,180,80,61,61,Club Atlético Grau,Left,1,CB,60.0,1
B. Bodily,United States,22,175,68,61,72,Portland Timbers,Left,1,LM,725.0,1
B. Sartiaguin,Mexico,20,181,79,61,70,Deportivo Toluca,Right,1,CB,675.0,1
K. McIntosh,United States,26,183,79,61,63,New York Red Bulls,Right,1,GK,300.0,1
M. Hazazi,Saudi Arabia,32,167,59,61,61,Damac FC,Right,1,RB,230.0,1
T. Eyoma,England,20,183,76,61,76,Lincoln City,Right,1,CB,750.0,1
J. Italiano,Australia,18,177,68,61,78,Borussia Mönchengladbach,Right,1,RM,825.0,1
D. Lanius,Germany,23,195,85,61,68,Viktoria Köln,Right,1,CB,600.0,1
Iván Martín,Spain,21,178,70,61,72,CD Mirandés,Left,1,CAM,725.0,1
M. Guzmán,Argentina,20,180,76,61,74,Estudiantes de La Plata,Right,1,CB,750.0,1
C. Costin,Romania,22,177,73,61,70,FC Voluntari,Right,1,RW,725.0,1
J. Arak,Poland,25,183,78,61,66,Lechia Gdańsk,Right,1,ST,475.0,1
K. Al Samiri,Saudi Arabia,23,168,58,61,70,Al Ittihad,Right,1,CAM,725.0,1
S. Mackie,Scotland,21,173,69,61,72,Hibernian,Left,1,LM,700.0,1
M. Portillo,Paraguay,28,187,90,61,62,Sol de América,Right,1,CB,300.0,1
A. Al Khaibari,Saudi Arabia,30,181,77,61,61,Ettifaq FC,Left,1,CB,275.0,1
E. Oyeleke,England,27,175,75,61,62,Port Vale,Right,1,CM,375.0,1
S. Bojang,Gambia,22,180,72,61,70,Sarpsborg 08 FF,Right,1,RWB,700.0,1
R. Trif,Romania,22,180,72,61,69,Gaz Metan Mediaş,Left,1,LWB,700.0,1
C. Norman,England,24,188,74,61,64,Walsall,Right,1,CB,425.0,1
Diego Pampín,Spain,20,175,71,61,77,RC Celta,Left,1,LB,825.0,1
Y. Larouci,Algeria,19,175,69,61,80,Liverpool,Left,1,LB,825.0,1
M. Arteaga,Venezuela,26,185,78,61,64,Zamora FC,Right,1,ST,425.0,1
G. Taylor,England,30,177,73,61,61,Cambridge United,Left,1,CB,275.0,1
M. Taferner,Austria,19,170,60,61,75,Wolfsberger AC,Left,1,CAM,775.0,1
M. Osores,Argentina,23,190,78,61,70,Atlético Tucumán,Right,1,CB,675.0,1
Han Rongze,China PR,27,191,85,61,65,Shandong Luneng TaiShan FC,Left,1,GK,350.0,1
S. Brisley,England,30,188,77,61,61,Port Vale,Right,1,CB,275.0,1
D. Niwa,Japan,34,181,74,61,61,FC Tokyo,Right,1,CB,110.0,1
K. Lewis-Potter,England,19,170,67,61,76,Hull City,Right,1,ST,775.0,1
S. Al Qeshtah,Saudi Arabia,27,182,75,61,63,Al Hazem,Left,1,CB,350.0,1
Tiago Almeida,Portugal,18,177,67,61,81,CD Tondela,Right,1,RB,875.0,1
F. Perinciolo,Argentina,23,184,75,61,67,Club Atlético Aldosivi,Left,1,CDM,525.0,1
H. Gjesdal,Norway,26,192,87,61,64,IK Start,Left,1,CB,375.0,1
D. Gyollai,Hungary,23,197,91,61,71,Peterborough United,Right,1,GK,625.0,1
A. Liebeskind,Venezuela,35,181,72,61,61,AC Mineros de Guayana,Right,1,GK,35.0,1
R. Sirk,Slovenia,26,184,74,61,62,Zagłębie Lubin,Right,1,ST,400.0,1
F. Petroli,Argentina,22,186,84,61,73,River Plate,Left,1,GK,700.0,1
D. Zibung,Switzerland,36,187,85,61,61,FC Luzern,Right,1,GK,35.0,1
T. Hudson-Wihongi,New Zealand,25,187,83,61,63,Wellington Phoenix,Right,1,CM,375.0,1
J. Tuominen,Finland,24,186,74,61,68,BK Häcken,Right,1,ST,675.0,1
Contreras,Spain,22,175,70,61,71,SD Ponferradina,Left,1,LM,725.0,1
B. Mendy,France,20,191,82,61,75,FC Nantes,Right,1,CB,750.0,1
S. Jasper,England,19,180,65,61,78,Fulham,Right,1,RM,850.0,1
F. Giacopuzzi,Argentina,19,186,78,61,73,Club Atlético Tigre,Right,1,CB,725.0,1
H. Brockbank,England,21,180,73,61,72,Bolton Wanderers,Right,1,RB,700.0,1
F. Piszczek,Poland,25,188,77,61,66,Cracovia,Right,1,ST,475.0,1
L. Nieuwpoort,Netherlands,25,189,70,61,64,RKC Waalwijk,Left,1,CB,375.0,1
L. Ihorst,Germany,20,188,80,61,73,VfL Osnabrück,Left,1,ST,800.0,1
J. Martin,England,31,183,83,61,61,Northampton Town,Left,1,LB,240.0,1
Du Jia,China PR,27,186,75,61,63,Tianjin TEDA FC,Right,1,GK,300.0,1
T. Gundelund,Denmark,18,180,68,61,75,Vejle Boldklub,Right,1,RWB,725.0,1
P. Tomczyk,Poland,22,184,76,61,71,Stal Mielec,Right,1,ST,750.0,1
J. Kabongo,Denmark,22,194,88,61,71,Brøndby IF,Left,1,CB,700.0,1
A. Canbaz,Turkey,22,182,73,61,72,Trabzonspor,Right,1,CAM,725.0,1
Liu Yang,China PR,29,188,78,61,62,Tianjin TEDA FC,Right,1,CB,300.0,1
Xu Yang,China PR,33,172,65,61,61,Shenzhen FC,Left,1,LM,200.0,1
A. Evans,England,21,186,80,61,71,SC Paderborn 07,Right,1,CAM,725.0,1
V. Emmersón,Congo,24,195,85,61,68,Vejle Boldklub,Right,1,CB,600.0,1
P. Tawiah,Ghana,21,173,70,61,72,SC Paderborn 07,Left,1,LB,700.0,1
P. Osew,England,19,168,68,61,77,AFC Wimbledon,Left,1,LWB,825.0,1
O. Zanzala,Congo,23,185,72,61,68,Crewe Alexandra,Right,1,ST,675.0,1
A. Aktaş,Turkey,20,174,70,61,68,Fatih Karagümrük S.K.,Right,1,CAM,650.0,1
C. Owens,Northern Ireland,22,185,80,61,71,Queens Park Rangers,Right,1,CAM,725.0,1
Ricard Pujol,Spain,22,185,73,61,72,RCD Espanyol,Left,1,LB,700.0,1
I. Mahnashi,Saudi Arabia,20,181,73,61,76,Ettifaq FC,Right,1,CDM,750.0,1
C. Petrila,Romania,19,176,67,61,78,Sepsi OSK,Right,1,CAM,850.0,1
S. Haugen,Norway,22,187,78,61,70,Aalesunds FK,Right,1,ST,750.0,1
Jeong Jun Yeon,Korea Republic,31,178,70,61,61,GwangJu FC,Right,1,RWB,220.0,1
Zhou Tong,China PR,30,171,66,61,61,Wuhan Zall,Right,1,LM,325.0,1
N. Trott,England,21,196,82,61,74,West Ham United,Left,1,GK,700.0,1
W. Tandazo,Peru,20,164,68,61,70,Melgar FBC,Right,1,CDM,725.0,1
O. Evans,Wales,23,188,70,61,71,Wigan Athletic,Right,1,GK,625.0,1
L. Buades,France,22,180,75,61,68,Nîmes Olympique,Right,1,RM,675.0,1
H. Al Habib,Saudi Arabia,25,182,84,61,64,Al Fateh,Right,1,CDM,425.0,1
Li Songyi,China PR,27,187,81,61,62,Guangzhou R&F FC,Right,1,CB,350.0,1
A. Butler,England,36,183,83,61,61,Doncaster Rovers,Left,1,CB,60.0,1
M. Moström,Sweden,37,178,68,61,61,Molde FK,Right,1,RM,110.0,1
Luo Senwen,China PR,27,188,80,61,62,Hebei China Fortune FC,Right,1,ST,375.0,1
Hu Jinghang,China PR,23,183,75,61,67,Wuhan Zall,Right,1,ST,525.0,1
T. Englund,Sweden,31,174,65,61,61,Falkenbergs FF,Left,1,LWB,240.0,1
Y. Vílchez,Peru,25,180,73,61,66,Cusco FC,Right,1,CB,425.0,1
A. Williams,England,33,188,78,61,61,Cheltenham Town,Right,1,ST,210.0,1
Wang Jianan,China PR,27,175,68,61,61,Sagan Tosu,Right,1,RM,350.0,1
S. Asta,Germany,19,178,75,61,75,SpVgg Greuther Fürth,Right,1,RB,750.0,1
M. Talbi,Tunisia,22,178,74,61,69,Çaykur Rizespor,Right,1,CB,700.0,1
D. Dumitrașcu,Romania,25,182,73,61,65,Chindia Târgovişte,Left,1,LB,425.0,1
F. Jørgensen,Norway,18,175,68,61,77,Odds BK,Right,1,CM,825.0,1
T. Grupe,Germany,28,193,85,61,63,VfB Lübeck,Right,1,CB,325.0,1
D. Conroy,England,24,181,78,61,64,Swindon Town,Right,1,CB,400.0,1
C. Trejo,Mexico,20,179,70,61,75,Club Atlas,Right,1,ST,800.0,1
M. Ramusović,Bosnia Herzegovina,19,184,79,61,71,1. FC Heidenheim 1846,Right,1,CDM,675.0,1
T. Børkeeiet,Norway,21,189,83,61,73,Brøndby IF,Right,1,CDM,775.0,1
T. Escalante,Argentina,20,170,65,61,72,Defensa y Justicia,Right,1,CAM,725.0,1
B. Al Nakhli,Saudi Arabia,32,179,69,61,61,Al Adalah,Right,1,CB,210.0,1
E. Taha,France,21,175,70,61,75,En Avant de Guingamp,Right,1,ST,800.0,1
E. González,Venezuela,30,182,82,61,62,AC Mineros de Guayana,Left,1,GK,250.0,1
J. Proctor,England,28,188,78,61,61,Rotherham United,Right,1,ST,325.0,1
T. Imai,Japan,29,178,78,61,61,Western United FC,Right,1,CB,275.0,1
K. Yoshimoto,Japan,32,185,83,61,61,Shimizu S-Pulse,Right,1,CB,210.0,1
J. Lonwijk,Netherlands,20,189,80,61,74,FC Utrecht,Right,1,ST,800.0,1
Zhang Chenglin,China PR,33,183,76,61,61,Wuhan Zall,Right,1,CB,160.0,1
J. Mendive,Argentina,23,178,69,61,69,Club Atlético Huracán,Right,1,GK,625.0,1
J. Maxted,England,26,183,71,61,66,Exeter City,Right,1,GK,375.0,1
L. Offord,England,20,180,66,61,71,Crewe Alexandra,Right,1,CB,675.0,1
A. Bates,England,19,173,64,61,75,Walsall,Right,1,RM,775.0,1
J. Nuttall,England,23,182,72,61,69,Northampton Town,Right,1,ST,725.0,1
Bi Jinhao,China PR,29,190,75,61,61,Shanghai Greenland Shenhua FC,Right,1,CB,275.0,1
Hélton Carvalhal,Brazil,28,187,82,61,61,Ceará Sporting Club,Right,1,ST,325.0,1
G. Pashov,Bulgaria,30,181,74,61,61,Academica Clinceni,Right,1,RB,275.0,1
R. Guachiré,Paraguay,25,180,78,61,65,Deportivo Binacional,Right,1,CDM,425.0,1
J. Rodríguez,Venezuela,24,172,73,61,63,Llaneros de Guanare,Right,1,RM,425.0,1
A. Traoré,France,18,177,75,61,82,FC Girondins de Bordeaux,Right,1,ST,1000.0,1
M. Tapias,Mexico,23,180,72,61,69,Pachuca,Right,1,CB,675.0,1
M. Aucca,Peru,21,168,63,61,73,Cusco FC,Right,1,RWB,775.0,1
S. Cartagena,Uruguay,17,176,73,61,81,Nacional de Montevideo,Right,1,CDM,850.0,1
Julen Lobete,Spain,19,178,70,61,73,Real Sociedad,Right,1,ST,775.0,1
Lee Soo Bin,Korea Republic,20,180,70,61,78,Jeonbuk Hyundai Motors,Right,1,CAM,825.0,1
D. Rojas,Bolivia,20,175,75,61,75,Oriente Petrolero,Right,1,CDM,775.0,1
F. Plămadă,Romania,28,184,84,61,63,FC Botoşani,Right,1,CB,325.0,1
D. Matsui,Japan,39,175,66,61,61,Yokohama FC,Right,2,CAM,110.0,2
Wei Zhen,China PR,23,188,78,61,70,Shanghai SIPG FC,Right,1,CB,675.0,1
J. Bartels,Germany,21,188,80,61,73,SV Waldhof Mannheim,Right,1,GK,700.0,1
Gabriel Pereira,Brazil,17,195,80,61,76,Lazio,Right,1,GK,650.0,1
J. Vargas,Venezuela,21,161,59,61,70,Llaneros de Guanare,Right,1,RM,725.0,1
A. Mihaiu,Romania,21,179,74,61,73,Dinamo Bucureşti,Right,1,RM,800.0,1
E. Suliman,England,22,188,78,61,72,Vitória Guimarães,Right,1,CB,700.0,1
E. Carcelén,Ecuador,27,185,84,61,62,SD Aucas,Right,1,CB,325.0,1
J. Lennon,Republic of Ireland,22,178,70,61,69,St. Patrick's Athletic,Right,1,CDM,700.0,1
R. Orihuela,Uruguay,19,183,74,61,74,Nacional de Montevideo,Right,1,CB,725.0,1
A. Nathaniel-George,England,25,175,68,61,64,Southend United,Right,1,RW,425.0,1
M. Cullen,England,28,175,75,61,61,Port Vale,Right,1,ST,325.0,1
R. Calafiori,Italy,18,183,78,61,78,Roma,Left,1,LB,800.0,1
M. Kelly,Scotland,22,181,70,61,67,Bristol Rovers,Left,1,LB,500.0,1
K. Sheppard,Republic of Ireland,29,181,80,61,61,Shelbourne FC,Right,1,RM,325.0,1
J. Neira,Peru,25,180,79,61,63,Club Atlético Grau,Right,1,CM,400.0,1
A. Sarı,Turkey,19,181,79,61,76,Fatih Karagümrük S.K.,Right,1,RM,775.0,1
Miguel Rodríguez,Spain,17,180,75,61,78,RC Celta,Right,1,RM,825.0,1
A. van der Heide,Netherlands,18,174,70,61,77,SC Heerenveen,Left,1,LW,825.0,1
M. Nottingham,Saint Kitts and Nevis,31,193,88,61,61,Blackpool,Right,1,CB,220.0,1
Z. Muñoz,Mexico,19,175,68,61,73,Guadalajara,Right,1,CAM,775.0,1
A. Fisher,England,30,191,80,61,61,Exeter City,Right,1,ST,325.0,1
U. Fredriksen,Norway,21,189,89,61,74,FK Haugesund,Right,1,CB,750.0,1
A. Fofana,Ivory Coast,20,170,63,61,70,Varbergs BoIS,Left,1,LM,725.0,1
A. Al Habib,Saudi Arabia,27,187,84,61,63,Abha Club,Right,1,CB,350.0,1
E. Verstappen,Netherlands,26,196,88,61,66,FC Würzburger Kickers,Right,1,GK,375.0,1
N. Nkounkou,France,19,180,78,61,80,Everton,Left,1,LB,825.0,1
C. Miller,Scotland,22,175,70,61,70,Harrogate Town,Left,1,LM,725.0,1
Yeo Bong Hun,Korea Republic,26,178,70,61,64,GwangJu FC,Right,1,CAM,425.0,1
D. Pazmiño,Ecuador,20,169,60,61,71,El Nacional,Right,1,CDM,725.0,1
R. Kobryń,Poland,20,184,77,61,74,Lechia Gdańsk,Right,1,RB,750.0,1
A. Ordagić,Bosnia Herzegovina,27,181,75,61,62,SK Brann,Right,1,RM,325.0,1
D. Bajselmani,Netherlands,21,178,82,61,68,PEC Zwolle,Right,1,RWB,625.0,1
A. Lungwitz,Germany,19,180,71,61,76,Bayern München II,Left,1,LB,750.0,1
C. Makoun,Venezuela,20,181,70,61,76,Inter Miami,Left,1,CB,750.0,1
Qian Jiegei,China PR,28,178,70,61,61,Shanghai Greenland Shenhua FC,Right,1,CDM,300.0,1
B. King,Scotland,26,178,68,61,62,St. Patrick's Athletic,Right,1,LM,375.0,1
A. Alégué,Cameroon,23,175,68,61,64,Rodez Aveyron Football,Left,1,CAM,450.0,1
Morais,Venezuela,22,181,74,61,68,CD Lugo,Right,1,ST,675.0,1
S. Miller,England,32,173,71,61,61,Bolton Wanderers,Right,1,ST,275.0,1
S. Maholli,Sweden,27,187,84,61,62,Helsingborgs IF,Left,1,ST,375.0,1
L. Unbehaun,Germany,19,185,82,61,79,Borussia Dortmund,Right,1,GK,750.0,1
A. Ablet,China PR,33,178,68,61,61,Henan Jianye FC,Left,1,LWB,170.0,1
F. González,Colombia,27,185,75,61,62,Atlético Nacional,Right,1,ST,375.0,1
J. León,Ecuador,25,180,78,61,67,Delfín SC,Right,1,CB,450.0,1
E. Just,New Zealand,20,174,69,61,75,No Club,Right,1,RM,0.0,1
M. Sağlam,Turkey,22,175,71,61,70,Çaykur Rizespor,Right,1,CAM,700.0,1
Y. Nishibe,Japan,39,187,79,61,61,Shimizu S-Pulse,Right,1,GK,35.0,1
Zhang Xiuwei,China PR,24,178,65,61,66,Guangzhou Evergrande Taobao FC,Right,1,RB,500.0,1
M. Spasić,Serbia,22,180,72,61,68,FC Admira Wacker Mödling,Left,1,CB,625.0,1
E. Kamsoba,Burundi,24,164,65,61,66,Melbourne Victory,Right,1,RM,500.0,1
T. Joza,Sweden,33,173,75,61,61,Falkenbergs FF,Right,1,CB,160.0,1
A. Cambiaso,Italy,20,181,72,61,73,Empoli,Left,1,LM,800.0,1
R. Mukiibi,Uganda,28,188,85,61,61,Östersunds FK,Right,1,RB,300.0,1
J. Medić,Croatia,21,193,91,61,71,SV Wehen Wiesbaden,Right,1,CB,700.0,1
R. Kitto,Australia,25,179,73,61,62,Adelaide United,Left,1,LM,350.0,1
A. Villalva,Ecuador,27,180,82,61,61,Delfín SC,Left,1,LM,350.0,1
M. Villarroel,Bolivia,21,175,69,61,72,Jorge Wilstermann,Left,1,CM,725.0,1
Tiago Alves,Portugal,24,177,73,61,68,Piast Gliwice,Right,1,RM,650.0,1
V. Triboulet,France,21,183,75,61,72,AS Nancy Lorraine,Right,1,ST,750.0,1
M. Diomande,Ivory Coast,18,175,75,61,78,FC Nordsjælland,Left,1,LM,825.0,1
Quindimil,Spain,20,187,85,61,70,CD Lugo,Right,1,CB,675.0,1
J. Vunguidica,Angola,30,186,84,61,61,1. FC Saarbrücken,Right,1,ST,325.0,1
M. Al Najrani,Saudi Arabia,27,175,65,61,61,Ettifaq FC,Left,1,RM,350.0,1
M. Ekpiteta,England,24,193,84,61,68,Blackpool,Right,1,CB,600.0,1
G. Viera,Uruguay,33,183,80,61,61,River Plate Montevideo,Right,1,CB,160.0,1
Zhang Cheng,China PR,31,180,72,61,61,Jiangsu Suning FC,Right,1,RB,240.0,1
T. Mokwa,Poland,27,182,84,61,62,Piast Gliwice,Right,1,RB,350.0,1
A. Glennon,England,20,181,72,61,72,Burnley,Left,1,LB,675.0,1
Quintana,Spain,18,186,75,61,76,Málaga CF,Right,1,CDM,725.0,1
R. Charles-Cook,England,23,175,69,61,69,Ross County FC,Right,1,RM,725.0,1
Mario Ordoñez,Spain,20,180,75,61,73,SD Ponferradina,Right,1,CDM,775.0,1
Z. Elbouzedi,Republic of Ireland,22,180,70,61,72,Lincoln City,Right,1,CAM,725.0,1
K. Gordon,England,22,179,76,61,68,Mansfield Town,Right,1,RM,625.0,1
M. Willock,England,23,183,72,61,68,Gillingham,Right,1,CAM,650.0,1
N. Miracco,Argentina,29,175,70,61,61,Arsenal de Sarandí,Right,1,RW,325.0,1
J. Homawoo,Togo,22,190,84,61,68,FC Lorient,Left,1,CB,625.0,1
L. Öhman,Sweden,28,191,84,61,63,Grimsby Town,Right,1,CB,325.0,1
K. Magaña,Mexico,22,172,66,61,67,Guadalajara,Left,1,LM,525.0,1
S. Mandash,Saudi Arabia,25,167,63,61,64,Al Ahli,Right,1,RM,425.0,1
Jaume Cuéllar,Bolivia,18,183,74,61,74,SPAL,Right,1,CAM,775.0,1
K. Klefisch,Germany,20,186,75,61,70,Viktoria Köln,Right,1,CB,675.0,1
Javier Castro,Spain,19,183,75,61,74,AD Alcorcón,Right,1,CB,725.0,1
P. Labrin,Peru,20,170,69,61,70,Deportivo Binacional,Right,1,CAM,725.0,1
H. Kyprianou,Cyprus,23,182,69,61,67,Southend United,Left,1,CB,475.0,1
E. Nouri,Azerbaijan,34,181,75,61,61,Kalmar FF,Right,1,CB,110.0,1
R. Vantukh,Ukraine,21,176,73,61,71,Dynamo Kyiv,Left,1,LM,725.0,1
A. Sánchez,Peru,23,168,70,61,67,Club Atlético Grau,Right,1,CDM,475.0,1
L. Gibson,England,23,185,71,61,69,Morecambe,Left,1,LB,700.0,1
J. Barny,Sweden,30,177,78,61,61,Varbergs BoIS,Right,1,CAM,325.0,1
T. Matthews,South Africa,19,175,70,61,75,Varbergs BoIS,Left,1,LM,775.0,1
P. Jiménez,Costa Rica,36,176,67,61,61,Nacional Potosí,Right,1,LM,110.0,1
J. Doherty,Northern Ireland,24,179,70,61,67,Crawley Town,Left,1,LB,475.0,1
B. Mines,United States,20,175,68,61,74,New York Red Bulls,Right,1,RM,800.0,1
S. Benega,Argentina,21,175,74,61,75,Club Atlético Banfield,Left,1,ST,800.0,1
M. Bali,China PR,31,175,72,61,61,Qingdao Huanghai F.C.,Right,1,RW,275.0,1
J. Reid,Northern Ireland,25,181,74,61,64,Mansfield Town,Right,1,ST,450.0,1
C. Akbaba,Turkey,25,187,82,61,65,Gazişehir Gaziantep F.K.,Right,1,GK,350.0,1
Doo Hyun Seok,Korea Republic,24,169,65,61,67,GwangJu FC,Right,1,RM,525.0,1
F. Bainović,Serbia,24,176,76,61,68,Górnik Zabrze,Right,1,CDM,625.0,1
L. Grorud,Norway,36,188,86,61,61,Sandefjord Fotball,Right,1,CB,60.0,1
P. Fuentes,Peru,24,178,77,61,66,Melgar FBC,Right,1,CB,450.0,1
J. Montenegro,Bolivia,23,165,58,61,70,Oriente Petrolero,Right,1,ST,725.0,1
B. Thomas-Asante,England,21,175,74,61,71,Salford City,Right,1,RM,750.0,1
J. Jones,Scotland,24,175,68,61,66,Lincoln City,Right,1,CAM,500.0,1
A. Phillips,England,22,180,76,61,71,Morecambe,Right,1,CAM,725.0,1
A. Gigović,Sweden,18,187,77,61,80,Helsingborgs IF,Right,1,CAM,825.0,1
C. Lakin,England,21,183,70,61,71,Ross County FC,Left,1,LM,725.0,1
J. Pinto,Peru,40,184,78,61,61,Sport Huancayo,Right,1,GK,35.0,1
F. Lesniak,Slovakia,24,176,70,61,67,Wisła Płock,Right,1,CDM,475.0,1
Lee Jin Hyung,Korea Republic,32,189,85,61,61,GwangJu FC,Right,1,GK,160.0,1
M. Guaramato,Venezuela,26,178,70,61,63,Zamora FC,Right,1,RB,375.0,1
B. Franjic,Croatia,20,188,80,61,75,Dinamo Zagreb,Left,1,CDM,750.0,1
G. Schulz,Germany,21,180,65,61,71,FC Hansa Rostock,Right,1,RM,725.0,1
L. Carnot,France,19,181,73,61,75,En Avant de Guingamp,Right,1,CM,775.0,1
J. Hernández,Ecuador,23,175,72,61,67,Emelec,Left,1,LB,475.0,1
E. İşcan,Turkey,28,197,84,61,62,Yeni Malatyaspor,Right,1,GK,250.0,1
C. Gliga,Romania,23,180,75,61,67,Academica Clinceni,Right,1,RM,525.0,1
M. Klapan,Croatia,25,177,74,61,66,UTA Arad,Right,1,RM,475.0,1
Ahn Young Kyu,Korea Republic,30,185,79,61,61,Seongnam FC,Right,1,CB,275.0,1
I. Șerban,Romania,28,176,71,61,61,FC Argeș,Right,1,CAM,325.0,1
Elliot Simões,Portugal,20,173,68,61,74,Barnsley,Right,1,CAM,800.0,1
K. Lewis,Uruguay,21,173,72,61,69,Peñarol,Left,1,CDM,700.0,1
A. Mercado,Bolivia,26,180,77,61,62,Oriente Petrolero,Left,1,LB,350.0,1
W. Ibarrola,Paraguay,23,172,70,61,67,Olimpia Asunción,Right,1,RB,475.0,1
F. Píriz,Uruguay,22,176,79,61,67,Club Plaza Colonia,Left,1,LB,500.0,1
C. Monges,Paraguay,23,188,83,61,68,Independiente Medellín,Right,1,ST,675.0,1
A. Panait,Romania,31,182,79,61,61,FC Argeș,Right,1,CDM,230.0,1
B. Hendriksson Olsen,Faroe Islands,24,178,75,61,65,Helsingborgs IF,Right,1,CAM,475.0,1
S. Al Nabit,Saudi Arabia,24,174,68,61,67,Al Taawoun,Left,1,CAM,525.0,1
B. Lasme,France,21,188,85,61,73,FC Sochaux-Montbéliard,Left,1,ST,800.0,1
R. Moldoveanu,Romania,21,178,71,61,74,Dinamo Bucureşti,Right,1,RM,800.0,1
Tian Yinong,China PR,29,182,72,61,61,Jiangsu Suning FC,Right,1,CDM,325.0,1
Y. Takeda,Japan,33,190,82,61,61,Nagoya Grampus,Right,1,GK,110.0,1
F. Ghazi,Saudi Arabia,26,177,70,61,62,Ettifaq FC,Left,1,LB,350.0,1
